Farm_name,City,State,Last_updated,Association_memberships,farm_count,Naturally_grown,GAP_cert,Cert_organic,Cert_natgrown,IPM,ROP_cert,Demeter_cert,animal_welfare,grass_fed,conventional,transitional,kosher,halaal
Wakarusa Valley Farm,Lawrence,Kansas,3/12/2015,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Wake Robin Alpacas, LLC",Bremen,Georgia,6/26/2013,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Wake Robin Farm,Stratham,New Hampshire,12/31/2012,"
Chefs Collaborative ()
Slow Food USA ()
National Farm To School Network (FTS)
",1,1,0,0,0,1,0,0,0,0,0,0,0,0
WakeRobin Farm,Ferndale,Washington,9/6/2018,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Walbridge Farm Market,Millbrook,New York,1/14/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Walden Mtn. Angus,East Hardwick,Vermont,6/19/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Waldingfield Farm, Inc",Washington,Connecticut,2/27/2018,"
Northeast Organic Farming Association (NOFA)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Waldo Wildcrafts,Waldo,Florida,9/28/2013,,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Waldrop Farms/ 7W Farms,WINSTON,Georgia,8/24/2021,"
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Walenga Family Farm,Rolling Prairie,Indiana,8/5/2014,,1,1,0,0,0,0,0,0,0,1,0,1,0,0
Walk in Beauty Farms,Sonoita,Arizona,2/11/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Walk-About Acres, LLC",Columbia,Missouri,8/24/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walkabout Farm,Peterborough,New Hampshire,2/12/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walker Apples,Sebastopol,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walker Farm at Whortleberry Hill,New Braintree,Massachusetts,3/25/2016,,1,1,0,0,1,0,0,0,1,1,0,0,0,0
Walker Farms,Rensselaer,Indiana,1/26/2014,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Walker Farms,Princetion,Minnesota,8/4/2014,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Walker Honey Farm, LLC",Rogers,Texas,8/13/2020,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Walker and Sons,Strasburg,Virginia,12/24/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Walkers Fresh Veggies,Paw Paw,Michigan,2/3/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Walking Bear Ranch Organics,Whitefish,Montana,1/24/2011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walking Bird Farm,Egg Harbor,New Jersey,2/4/2022,"
Northeast Organic Farming Association (NOFA)
",1,0,0,0,0,1,0,0,0,0,0,0,0,0
WalkingWood,Woodbridge,Connecticut,1/22/2013,"
Northeast Organic Farming Association (NOFA)
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wallace Family Farm,Sulphur Springs,Texas,5/14/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallace Family Farm,Cato,New York,1/25/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallace Homestead Farm,New Albany,Pennsylvania,12/21/2010,"
Certified Naturally Grown (CNG)
",1,1,0,0,1,0,0,0,0,1,0,0,0,0
Wallin Farm CSA,Warwick,Maryland,2/23/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wally's Farm, LLC",Honolulu,Hawaii,8/31/2018,,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Walmfots,Stephens City,Virginia,3/8/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walnut Acres Family Farm,Walnut,Illinois,8/27/2019,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Walnut Creek Alpacas,Tuskahoma,Oklahoma,11/19/2012,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Walnut Creek CSA,Urbandale,Iowa,2/24/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walnut Creek Farm,Alvarado,Texas,4/30/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Walnut Creek Farm, L.L.C.",Ranger,Georgia,7/3/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Walnut Creek Organic Farms,Bastrop,Texas,6/20/2008,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walnut Grove Farm,New Philadelphia,Ohio,3/4/2013,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Walnut Grove Farms,Montgomery,New York,10/16/2011,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Walnut Hill,Garden City,Missouri,2/8/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Walnut Hill Farm at Elm Springs, LLC",Fredericksburg,Virginia,1/13/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Walnut Hills Farm,Bethpage,Tennessee,6/22/2018,"
Slow Food USA ()
",1,1,0,0,1,0,0,0,0,1,0,0,0,0
Walnut Ridge Farm and Cattle Company,Catawba,Virginia,9/17/2012,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Walnut Run Produce,Williamsport,Pennsylvania,9/21/2020,"
Pasa Sustainable Agriculture ()
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Walnut Spring Stables,Blacksburg,Virginia,6/6/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walnut Springs Farm,Elkton,Maryland,2/7/2013,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Walnut Springs Produce,Three Springs,Pennsylvania,5/4/2014,,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Walnut Winds Farm,Blairs,Virginia,3/30/2018,,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Walstrom Farms,Forest Lake,Minnesota,12/14/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Walters Poultry,Fremont,Indiana,4/19/2016,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Walters' Pumpkin Patch, LLC",Burns,Kansas,4/22/2017,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Waltham Fields Community Farm,Waltham,Massachusetts,2/16/2021,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,1,0,0,0,0,0,0,0,0
Walton Wildflowers,,Georgia,7/28/2021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walton's Hill Farm,Springfield,Tennessee,4/27/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Wandering Steer Cattle, LLC",Bremen,Ohio,2/14/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
WannaBeaFarm LLC,Liverpool,Pennsylvania,5/6/2013,"
Pasa Sustainable Agriculture ()
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Warbington Farms,Cumming,Georgia,4/19/2011,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ward Brothers Farm,Mountain City,Tennessee,7/25/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ward Family Farm,Ypsilanti,Michigan,9/10/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ward Farms of Whitsett,Whitsett,North Carolina,9/10/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ward's Berry Farm,Sharon,Massachusetts,6/7/2016,,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Warfield Farm,Watkinsville,Georgia,11/23/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Warm Springs Ranch at Penawawa,La Crosse,Washington,8/19/2019,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Warner Farm,Easley,South Carolina,7/14/2015,,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Warner Farms,Munith,Michigan,11/11/2009,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren Creek Farms,Arcata,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren Wilson College Garden,Swannanoa,North Carolina,4/21/2021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrup's Farm,Redding,Connecticut,8/16/2019,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Waseda Farms,Bailey's Harbor,Wisconsin,2/5/2017,,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Wash Tub Farms,Momence,Illinois,5/25/2022,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Washington State University Organic Farm,Pullman,Washington,1/24/2014,"
Tilth Alliance ()
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Wassaic Community Farm,Wassaic,New York,3/6/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wasteland CSA,Beatty,Oregon,9/7/2004,,1,1,0,0,0,0,0,0,0,0,1,1,0,0
Water Crest Farms Nursery,West Grove,Pennsylvania,7/6/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Water Oak Farm,Richburg,South Carolina,3/8/2021,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Water Way Lavender Farm,Barrington,Rhode Island,3/25/2022,"
Northeast Organic Farming Association (NOFA)
Slow Food USA ()
United States Lavender Growers Association (USLGA)
Buy Fresh, Buy Local ()
National Young Farmers Coalition (NYFC)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Waterbear Organic Farm,Blacksburg,Virginia,1/27/2011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterfall Farms,Jetersville,Virginia,9/13/2018,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Waterfields, LLC",Cincinnati,Ohio,7/6/2018,,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Waterkist Farm, Inc.",Winter Park,Florida,6/1/2010,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Watermark Farm,Milam,West Virginia,3/23/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Waterpenny Farm,Sperryville,Virginia,4/29/2020,"
Virginia Association for Biological Farming (VABF)
Southern SAWG (SSAWG)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Waters Edge Heritage Homestead,Trenton,South Carolina,10/13/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Waters Family Farm,Paradise,California,5/13/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Waters Orchard,Germantown,Maryland,10/18/2017,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Waters Organic Farm,Baxter,Tennessee,2/10/2017,"
Southern SAWG (SSAWG)
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Watershed Farm of Bayou Chicot,Ville Platte,Louisiana,1/22/2013,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
Watershed Garden Works,Longview,Washington,2/26/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Waterville Farm,Schuylerville,New York,8/23/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Watkins Organic Farm,Farmersville,Texas,10/18/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Watson Eggs,Grass Lake,Michigan,10/20/2015,,1,1,0,0,0,0,0,0,0,1,1,0,0,0
Watson Hill Family Farm,State College,Pennsylvania,5/30/2019,,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Watterson Ranch,Austin,Texas,1/31/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Watts Family Farm,South Bend,Indiana,10/3/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Waverly Farms,Burkeville,Virginia,8/28/2015,"
Virginia Association for Biological Farming (VABF)
Southern SAWG (SSAWG)
Slow Food USA ()
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,1,1,0,1,1,0,1,0,0
Waxing Moon Gardens,Sandwich,New Hampshire,2/22/2021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Waxwing Farm,Chardon,Ohio,9/5/2012,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Waxwing Farm,Webster,Minnesota,4/3/2020,"
Land Stewardship Project (LSP)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Way Back Farm,Winchester,New Hampshire,8/21/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Way Farms,Waverly,Ohio,4/14/2020,"
Buy Fresh, Buy Local ()
",1,0,0,0,0,1,0,0,0,0,1,0,0,0
Wayland Chiles,Loxahatchee,Florida,9/21/2020,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wayside Farm and Garden,Castaic,California,7/1/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayward Lane Farm,Franklin,Indiana,4/2/2013,,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Wayward Mountain Farms,Knoxville,Tennessee,2/2/2017,,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Wayward Seed Farm,Fremont,Ohio,12/30/2016,"
Chefs Collaborative ()
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Wayward Winds Lavender,Yamhill,Oregon,9/20/2013,,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Waywardwinds Farm,Ephrata,Washington,6/7/2015,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
We Grow LLC,Westboro,Wisconsin,11/12/2019,"
Wisconsin Farmers Union ()
National Young Farmers Coalition (NYFC)
",1,1,0,0,0,0,0,0,0,0,1,1,0,0
WeCanFarm,Heath,Massachusetts,1/11/2021,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
WeGrow Urban Farm,West Sacramento,California,7/9/2021,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
WeatherHand Farm,Pleasant Garden,North Carolina,2/21/2012,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Weatherbury Farm,Avella,Pennsylvania,5/15/2020,,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Weaver Family Farm & Orchard,Bainbridge,Pennsylvania,6/25/2021,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Weaver's Orchard,Morgantown,Pennsylvania,5/1/2018,"
Pasa Sustainable Agriculture ()
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
Weaving Roots Farm,New Oxford,Pennsylvania,3/10/2020,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Web of Life Organic Farm,Carver,Massachusetts,4/10/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Webb Ranch Inc.,Portola Valley,California,8/9/2016,"
California Certified Organic Farmers (CCOF)
Community Alliance with Family Farmers (CAFF)
",1,1,0,1,0,0,0,0,0,0,0,1,0,0
Weber Ranch LLC,Wayne,Ohio,3/12/2020,,1,1,0,0,0,0,0,0,0,1,0,0,1,0
Weber farm,Hope,Indiana,6/12/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weber's Cider Mill Farm,Parkville,Maryland,3/30/2020,,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"Webster Beef, Goats,  and Wood Products",Klamath,California,5/29/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Webster Ridge Farm & Webster Ridge Locally Grown,Webster,New Hampshire,11/1/2019,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wee,Sweetwater (Serving Maryville,Knoxville,9/16/2021,"
Farmer Veteran Coalition (FVC)
",1,1,0,0,0,1,0,0,0,1,1,0,0,0
"Wee Bee Honey, Inc.",Cowlesville,New York,8/30/2018,,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Wee Dreams Farm and Gardens,Siler city,North Carolina,7/26/2021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wee Farm,Mendon,Utah,5/10/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wee Farm,Sylvania,Georgia,5/5/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weeds Farm,Larwill,Indiana,1/11/2014,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Weedy Ridge Farm,Howard,Pennsylvania,11/12/2020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weekly Greens CSA (Flint Ingredient Co),Flint,Michigan,2/20/2019,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Weeks,Jones,Michigan,1/27/2015,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Weeks Bay Plantation,Fairhope,Alabama,9/26/2014,,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Weeks Farm,Waynesboro,Tennessee,6/16/2012,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Weeks Honey Farm,Omega,Georgia,3/29/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Weesner Meadow,Holly Springs,Mississippi,9/6/2013,"
Southern SAWG (SSAWG)
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Weir River Farm,Hingham,Massachusetts,4/6/2015,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Welcome Home Farm,Harriman,Tennessee,7/10/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Well Fed Farm,Floyd,Virginia,10/17/2013,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
WellHouse,Grand Rapids,Michigan,2/22/2018,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wells Family Farms,King City,Missouri,9/16/2021,,1,1,0,0,0,0,0,0,0,1,0,0,1,1
Wells Hobby Farm,Godfrey,Illinois,6/9/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wells farm,Seminole,Oklahoma,5/11/2017,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellspring Education Center and Organic Farm,West Bend,Wisconsin,4/22/2021,"
Land Stewardship Project (LSP)
Wisconsin Farmers Union ()
Slow Food USA ()
National Farm To School Network (FTS)
FairShare CSA Coalition ()
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Welsh Feathered Farm,Dodge,Texas,3/29/2016,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Welsh Whim Farm LLC,Clinton,Indiana,8/18/2021,"
American Pastured Poultry Producers (APPPA)
Buy Fresh, Buy Local ()
The Livestock Conservancy ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Welten Farms Llc,Gilroy,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Welty Mandarins,Oroville,California,9/26/2013,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wender Farms,Knoxville,Tennessee,9/14/2021,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wendy Town Farms,Pike,New Hampshire,7/10/2020,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wenwood Farm Winery,Bland,Missouri,3/19/2012,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Wenzel - Terrell Farm,Reno,Ohio,3/18/2014,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wenzel Berry Farm,Ridgefield,Washington,7/17/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weriweripeppers,Loxahatchee,Florida,6/29/2022,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
WesMar Farms,Moreauville,Louisiana,5/1/2017,"
Southern SAWG (SSAWG)
Slow Food USA ()
",1,1,0,0,0,1,0,0,1,1,1,0,0,0
WesTen Heritage Farm,Crawfordville,Georgia,7/23/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesler Orchards & Farm Market,New Paris,Ohio,2/12/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wessels Family Honey,Forest Grove,Oregon,7/9/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesson Farms,Colbert,Oklahoma,2/22/2016,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
West Blue Farm,Milford,Nebraska,3/24/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
West Branch Elderberries,Orange City,Iowa,2/4/2021,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
West Canada Valley Produce,Middleville,New York,5/5/2008,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
West Coast Products / DeCamilla Orchard,Orland,California,8/13/2018,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,0,0,0,1,0
West Creek Family Farm,Newark Valley,New York,12/22/2013,,1,1,0,0,0,0,0,0,0,1,1,0,0,0
West Family Farms,Huntsville,Tennessee,1/23/2013,"
Certified Naturally Grown (CNG)
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
West Green Farm,Lebanon,Connecticut,2/11/2012,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
West Haven Farm,Ithaca,New York,3/22/2016,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
West Hill Farms,Covington,Pennsylvania,3/30/2020,"
Buy Fresh, Buy Local ()
",1,1,0,0,0,1,0,0,0,1,0,0,0,0
West Ridge Farms,Little Mountain,South Carolina,3/12/2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
West Valley Alpacas,Esparto,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
West Wind Acres,Knox,New York,6/3/2019,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
West Wind Farm,Hopedale,Ohio,4/2/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
WestSide Tilth Farm,Buffalo,New York,4/30/2020,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Western Meadow,Cowley,Wyoming,7/25/2011,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Western New YorkHers' CSA,Dansville,New York,3/12/2019,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"Western Spirit Ranch, LLC",Parker,Colorado,1/30/2008,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Westfarthing Farm,Edgewood,New Mexico,3/12/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Westgate Community Farm,West Palm Beach,Florida,8/29/2018,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Westhill High School Ag/Science Farm,STAMFORD,Connecticut,9/13/2021,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Westlake Apiaries,Loveland,Colorado,12/15/2019,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Westland Grazing,New Concord,Ohio,7/29/2015,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Westmoreland Berry Farm,Oak Grove,Virginia,10/9/2012,,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Weston Hill Farm,westerlo,New York,11/6/2012,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Weston's Farm and Markets,Fryeburg,Maine,7/5/2013,"
Maine Organic Farmers and Gardeners Association (MOFGA)
",1,1,0,1,0,1,0,0,0,0,1,0,0,0
Westover Family Farms,Vernal,Utah,3/28/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Westover Farm,McKenney,Virginia,12/1/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Westport Winery Garden Resort,Aberdeen,Washington,3/30/2020,,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Westport Winery and Vineyards By-the-Sea Cider,Aberdeen,Washington,3/26/2014,,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Westridge Organic Farm,Blue River,Wisconsin,1/18/2021,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Westward Orchards + Farm,Harvard,Massachusetts,5/22/2017,,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Westwind Farm, LLC and Flour Mill",Swartz Creek,Michigan,12/30/2019,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Westwind Orchard,Accord,New York,3/5/2013,"
Northeast Organic Farming Association (NOFA)
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Westwinds Farm,Mt Pleasant,Michigan,7/24/2015,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wet Rock Gardens,Springfield,Oregon,5/2/2017,,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Wet Weather Creek Farm,Bertram,Texas,9/19/2012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weymouth Farms & Orchard, Winery",Hinckley,Ohio,7/27/2022,,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Weyrich Farm Organic Pecans,Eagle Pass,Texas,2/13/2005,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
What A Deal Seafood,Oak View,California,5/6/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
What's Growin On?,Avondale,Pennsylvania,12/10/2016,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Whatley Farm,Topsham,Maine,12/1/2017,"
Maine Organic Farmers and Gardeners Association (MOFGA)
",1,0,0,1,0,0,0,0,0,1,0,0,0,0
Wheatfield Hill Organics,Durand,Wisconsin,3/10/2018,"
Organic Crop Improvement Association (OCIA)
",1,0,0,1,0,0,0,0,0,1,0,0,0,0
Wheel-View Farm,Shelburne,Massachusetts,3/30/2020,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Wheeler Farm,Chipley,Florida,11/12/2006,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wheelrim Alpacas,Verona,Kentucky,6/10/2013,,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Wheelwright's Honey,Eden,Utah,10/24/2017,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
When Pigs Fly Farm,Sandisfield,Massachusetts,4/16/2013,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
When Pigs Fly Farm,Mount Vernon,Washington,2/7/2019,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Where the Redfearn Grows Natural Farms,Independence,Missouri,11/12/2014,,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Whetham Organic Farm,Flushing,Michigan,1/11/2013,,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Whidbey Isle Yarns,Coupeville,Washington,8/25/2014,,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Whiffletree Farm,Warrenton,Virginia,3/24/2016,"
American Pastured Poultry Producers (APPPA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Whimsical Farms,Newark,Delaware,10/31/2014,"
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,1,0,1,0,0
Whippoorwill Blueberries,Watkinsville,Georgia,7/7/2018,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Whippoorwill Creek Farm,Lovilia,Iowa,3/22/2022,"
Practical Farmers of Iowa (PFI)
",1,0,0,0,0,0,0,0,0,1,0,1,0,0
Whippoorwill Farm,Salisbury,Connecticut,2/24/2016,"
Northeast Organic Farming Association (NOFA)
",1,1,0,0,0,0,0,0,0,1,0,0,0,0
Whippoorwill Farm,Burkeville,Virginia,11/27/2019,"
Virginia Association for Biological Farming (VABF)
",1,0,0,0,0,0,0,0,0,1,0,0,0,0
Whippoorwill Farm CSA,West Tisbury,Massachusetts,5/12/2012,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Whippoorwill Hollow Farm,Covington,Georgia,5/16/2018,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Whippoorwill Hollow Organic Farm,Covington,Georgia,8/21/2013,"
Slow Food USA ()
",1,0,0,1,0,0,0,0,0,0,0,0,0,0
Whipstone Farm,Paulden,Arizona,3/5/2013,"
Certified Naturally Grown (CNG)
",1,0,0,0,1,0,0,0,0,0,0,0,0,0
Whirlwind Farm,Geraldine,Alabama,12/4/2013,"
Chefs Collaborative ()
Southern SAWG (SSAWG)
Slow Food USA ()
",1,1,0,0,0,0,0,0,0,0,0,0,0,0
